transaction_id,user_id,product_id,date,quantity,total_amount,payment_method
5152b9ee-fd2e-4cab-b84e-feadccb17abe,2.0,13.0,2024-08-29 18:53:35,5,2995.0,Credit Card
dc687969-5384-41e8-aacc-7f9edd2f3c8d,2.0,17.0,2024-08-31 06:37:08,4,159.96,Cash
a45d9b20-9bb5-4a7d-8683-53bfe8b152bf,2.0,11.0,2024-01-22 21:40:49,5,,PayPal
507184c8-a05a-4102-a33d-07c980673a78,6.0,9.0,2024-10-01 08:40:11,3,192.0,Credit Card
d3ddec87-46a2-4091-ae88-5cb23e0793ae,6.0,8.0,2024-03-01 22:28:01,7,76.93,Credit Card
4f48fde8-dd4f-421c-9837-1ada5520b375,3.0,12.0,2024-10-29 18:14:16,3,342.0,Credit Card
e67654eb-f8e1-43ef-957c-6935cca2bbd1,5.0,4.0,2024-08-30 07:28:04,7,,PayPal
30399f4c-36d0-48f1-b93a-fa3da7d3cae6,,,2024-08-02 09:14:19,10,,Cash
07584933-443c-478c-ad7c-2a0cc051377f,6.0,20.0,2024-11-07 07:13:17,3,38.97,PayPal
4d98a246-3a53-4346-9d5d-88b4f0c39aa2,8.0,4.0,2024-04-04 01:04:48,8,,PayPal
6d16f168-463e-45e3-9895-7394a2eafc24,7.0,18.0,2024-06-30 03:36:12,9,88.65,Credit Card
e1d0a1fa-c7c5-4c42-80d2-133071137fa2,6.0,5.0,2024-02-05 09:35:56,4,2780.0,PayPal
394aa401-64e8-48a7-bf59-43eee2fc39ff,2.0,14.0,2024-06-29 04:06:24,2,1999.98,PayPal
dbff2b7d-945d-4885-ac81-aeea891260ff,,,2024-08-29 11:23:39,8,,Cash
4d3fbad7-a551-49cb-9084-9603c5365b8c,3.0,20.0,2024-02-04 19:08:04,10,129.9,Cash
e9ceb508-0cd0-4d2d-b72d-05576f0cb534,3.0,12.0,2024-03-31 16:59:43,4,456.0,Credit Card
d6a36416-4dac-45b3-a6c9-a13bd042de3a,10.0,2.0,2024-04-24 05:58:57,6,133.8,Cash
10c1bc1d-e151-48e7-9221-15526d4059a1,6.0,19.0,2024-10-07 02:07:23,9,71.55,Credit Card
a4b25df9-9912-4bf2-a980-230cb8d47e70,9.0,9.0,2024-03-04 21:40:18,3,192.0,Credit Card
f7324757-36db-4ac2-98ef-f4aaecca9c5c,7.0,2.0,2024-05-17 14:22:14,1,22.3,Credit Card
04a2473e-a94b-41e4-bd0c-fb70342e2b67,2.0,11.0,2024-03-12 06:32:25,9,,Cash
cd8fc58d-7f5b-4444-82e6-bed23a7e1def,3.0,11.0,2024-09-07 20:00:23,4,,Cash
949d5a54-a44c-4eb1-b969-c5054efddb60,10.0,14.0,2024-10-05 22:48:21,6,5999.94,Cash
bf943b68-9bf1-4766-984e-7aafe277850c,8.0,13.0,2024-02-14 13:53:02,7,4193.0,Cash
d6da1969-ce06-45b7-96a0-f604365769cc,2.0,6.0,2024-03-09 12:28:48,8,,Credit Card
b112e66f-6c23-4ff7-85ec-1ae791f6b10b,5.0,8.0,2024-07-19 18:19:49,8,87.92,Credit Card
5e8246e6-6275-4ae6-ab4c-b2a588542eb5,1.0,9.0,2024-07-31 20:24:21,6,384.0,Credit Card
aac606f6-baef-4809-a992-5f2b3d9056e1,6.0,2.0,2024-03-17 15:11:29,5,111.5,PayPal
16d518dc-7f0d-458c-b06f-323ecfc03d07,9.0,17.0,2024-04-07 12:19:19,4,159.96,PayPal
2bcb5304-fddb-485b-9b4a-f7e8c3068648,3.0,15.0,2024-07-25 12:32:45,4,227.96,Credit Card
cfadb2f3-ce0e-4a3f-8e2c-5885f758390b,7.0,11.0,2024-02-09 21:13:04,2,,Cash
104f46d3-3aef-4a60-bc4e-00c44557e013,6.0,12.0,2024-07-15 09:27:53,2,228.0,PayPal
6f0f1a88-6fb4-47ef-ac08-ee331c16678f,7.0,12.0,2024-02-25 21:53:11,6,684.0,Credit Card
9d373b2f-1d0c-4622-a91a-8815892f2582,3.0,8.0,2024-06-11 04:24:25,4,43.96,Cash
52fa44f7-39c6-47b2-b8a0-3a6db568fc68,7.0,4.0,2024-01-30 20:12:12,3,,Credit Card
bc80e310-9251-4a50-acbd-9a021266ae0d,10.0,1.0,2024-04-28 09:36:49,8,879.6,PayPal
95f6ea0e-79c3-4cb3-920a-6c019b63200a,4.0,16.0,2024-10-10 14:47:44,5,149.75,PayPal
44f98641-9e54-43e7-abf6-df6461a38e1f,8.0,13.0,2024-02-12 08:37:30,3,1797.0,Credit Card
3e1549db-b542-438c-bccc-2c4250a31ab2,1.0,1.0,2024-02-24 19:03:19,10,1099.5,PayPal
80c23b5b-7a89-4b80-9005-4c34c8f82947,8.0,9.0,2024-05-19 06:25:53,4,256.0,Credit Card
410c71b2-6d2a-4fd8-8694-59dd183c4197,1.0,15.0,2024-03-06 00:23:13,9,512.91,Cash
1f055512-60bd-4b72-a12d-d228d1e0c874,5.0,13.0,2024-02-04 03:01:01,10,5990.0,Credit Card
1a0d4198-28a0-4d3f-b3bd-987d8f3b2443,7.0,8.0,2024-06-10 13:10:24,9,98.91,Cash
a55228b8-4155-4d0b-98ac-fafcc3272b1f,10.0,11.0,2024-07-29 17:25:48,7,,PayPal
e26d3cab-dcc6-45d5-9131-0325ccb4d1d6,10.0,13.0,2024-08-08 13:15:01,2,1198.0,Cash
038ca2a3-6b6a-4984-a7b9-fcfe42a20b03,1.0,9.0,2024-04-13 00:17:59,1,64.0,PayPal
a19e1203-c889-43cf-b50e-75abf1e17812,3.0,15.0,2024-10-07 17:02:16,2,113.98,Cash
79815c80-0765-44bf-95f0-50cc55d2e8bf,2.0,16.0,2024-07-23 18:30:55,9,269.55,Cash
9d01236b-ec4a-4da0-bdfc-c8bfbf222ee3,1.0,1.0,2024-06-25 14:13:00,3,329.85,PayPal
7fec7feb-62c2-4b9b-a249-54542c6a0719,4.0,11.0,2024-02-17 18:20:14,10,,Credit Card
b18ba876-958f-4207-b65a-556a7a5b5a76,1.0,19.0,2024-04-28 22:59:34,8,63.6,Credit Card
bcaa862f-a038-4ece-bf23-9bb71222e6ea,3.0,18.0,2024-05-12 23:17:49,3,29.55,Credit Card
91c4c126-8ffb-4fee-a8a7-779e1ad5e5ad,3.0,14.0,2024-04-16 08:17:23,3,2999.97,Cash
0144644e-20a1-452d-a94a-d4cf3b8ecbc0,6.0,2.0,2024-04-13 22:39:00,1,22.3,PayPal
a2a8a6d2-bb74-442b-8eaf-f86db0acd688,,,2024-03-15 07:49:18,7,,PayPal
2268f97a-ad5b-44d1-b41d-4ad37770ec72,8.0,8.0,2024-07-14 20:46:17,7,76.93,Cash
d28c85b3-398b-4748-b604-31beb4dc9449,4.0,15.0,2024-02-18 04:52:24,4,227.96,Credit Card
60b734f0-ea23-4d56-8141-1e59339a437d,4.0,1.0,2024-05-15 06:32:11,8,879.6,Credit Card
9b7cf03e-ae73-4f18-93c1-1b327fbb4c75,6.0,3.0,2024-06-08 08:28:01,8,447.92,Credit Card
5bc4ad82-44d5-4ec6-b5f9-de9eec2e12cc,9.0,11.0,2024-04-26 05:08:40,7,,Cash
8505389d-4fdb-40fe-9b01-de739ceb0d8d,1.0,3.0,2024-10-25 06:23:39,10,559.9,Credit Card
bdd1a231-7446-4a6c-a252-a5b6af427763,4.0,11.0,2024-04-04 06:48:23,4,,Cash
0e37eb23-b6f1-49ac-a832-ed397781c2d1,2.0,9.0,2024-03-24 05:42:34,1,64.0,PayPal
ff7bd135-d1f3-4ca5-8ac2-57a6bd85c654,5.0,9.0,2024-07-20 14:12:53,3,192.0,Cash
94f380d7-39ac-46f8-b2d9-5c78cdfd7b6f,5.0,2.0,2024-02-25 09:52:26,9,200.7,PayPal
f804660d-adb4-4954-a791-33c54065e8f5,8.0,10.0,2024-02-04 22:06:10,10,1090.0,Cash
2999e63b-ba2a-4237-b4ec-1e18ac84b897,9.0,10.0,2024-05-13 12:20:12,8,872.0,Cash
22d27aee-7899-4337-bbf6-a0e0e4b422ca,5.0,9.0,2024-09-06 12:26:04,9,576.0,PayPal
9238cc46-021b-4082-92c8-ee7b5cd4db39,9.0,4.0,2024-07-22 00:08:42,9,,Credit Card
d0822922-74c5-4f5c-939b-ee1282998562,3.0,17.0,2024-11-09 06:04:03,5,199.95,Credit Card
b51b93c0-7879-44e1-9e9a-4678b734ba78,2.0,14.0,2024-06-01 06:06:48,7,6999.93,Credit Card
ad7edc94-7413-4d8f-93b3-16e7d98dafe4,3.0,2.0,2024-04-25 16:13:25,3,66.9,Credit Card
a4ec31c2-1971-4ac4-b931-80c88a720bce,9.0,3.0,2024-06-15 05:16:40,3,167.97,PayPal
2ceacb2b-fad0-4121-bd23-d7d772ec4740,4.0,8.0,2024-06-10 09:40:04,8,87.92,PayPal
b3b2d425-312f-4b6d-b88a-49ac2ad7ba9a,2.0,7.0,2024-03-24 18:20:59,9,89.91,Credit Card
18a6f251-d4d5-4618-99fd-9d36adab07f2,5.0,16.0,2024-10-20 18:02:38,1,29.95,Cash
410c4446-d60a-4d2d-a00d-f46579e683d4,6.0,19.0,2024-09-29 18:29:08,9,71.55,PayPal
a0c3f65f-c903-47fd-a5f1-2dedc7026918,7.0,9.0,2024-09-10 18:20:19,2,128.0,Cash
ecb8431b-9fcc-4ff8-bf74-c6696c9e8166,3.0,9.0,2024-09-11 22:25:16,2,128.0,Cash
130dd82d-57ee-4344-b1a4-861c5312626d,1.0,1.0,2024-11-16 07:42:19,6,659.7,PayPal
fc88091b-a90b-4409-9f59-160de7cd341d,10.0,17.0,2024-11-21 08:57:06,10,399.9,Cash
ce57eaad-e768-4d1e-a3ea-b782af5255c1,9.0,9.0,2024-09-20 10:34:32,4,256.0,PayPal
023270dc-2156-4f7c-843b-d43233758439,6.0,9.0,2024-05-23 14:13:48,5,320.0,Credit Card
597be8c4-9693-4071-a3e3-65f56eeab7cf,6.0,8.0,2024-05-08 03:55:45,6,65.94,PayPal
a9ede41b-644a-4d43-aedc-db9b1fc69064,8.0,12.0,2024-11-11 00:42:00,4,456.0,Credit Card
5c209cce-8ec5-4f10-9f24-ca8554df8551,7.0,15.0,2024-08-22 06:27:13,9,512.91,Credit Card
ab312bce-a1ec-4b5d-a48c-42e982f55555,3.0,10.0,2024-03-18 07:27:30,8,872.0,Cash
9ca175da-d0c1-4520-9fad-7abf6febe93a,6.0,20.0,2024-02-21 01:22:25,4,51.96,PayPal
1fde2727-682e-45a3-af78-67bc9446da87,6.0,9.0,2024-04-19 05:10:27,8,512.0,Credit Card
b1aa90cd-fdf4-4521-8876-10f3eda27bd6,3.0,11.0,2024-06-21 12:49:36,5,,Credit Card
30612c45-7f55-477c-89e4-92ad37c5cd4c,4.0,6.0,2024-03-07 07:30:44,4,,PayPal
604717aa-cf77-43cd-b855-8d1e01a4812c,1.0,18.0,2024-02-22 11:31:15,6,59.1,PayPal
9b4b9218-d7b0-403c-b4c5-4b0d6d329a22,5.0,19.0,2024-02-25 15:24:03,6,47.7,Credit Card
877ba441-ec6e-45f7-be78-24f2c8e3a10f,3.0,10.0,2024-02-16 16:39:24,3,327.0,Cash
814ec9be-bafd-47f4-9ef2-9e4b57d80980,5.0,18.0,2024-04-28 00:59:43,4,39.4,Credit Card
11f53eff-7d2c-42df-9421-ff92807ed094,6.0,13.0,2024-06-03 14:06:20,7,4193.0,Cash
105389f2-7d2e-4b4e-aa4d-92d4497a1b99,3.0,10.0,2024-10-04 16:54:12,4,436.0,PayPal
ee3c5576-aca6-478a-8d5f-626be713dfee,1.0,20.0,2024-09-25 16:58:17,10,129.9,Cash
ded7910a-8b73-46e3-b59b-7bd669e503cf,2.0,12.0,2024-07-19 02:56:42,1,114.0,Credit Card
fc695f27-91ea-4f58-8b74-eee659d30e2c,5.0,13.0,2024-11-12 14:28:01,3,1797.0,Credit Card
bbb86a2d-c0e4-4995-bff2-0834627754cf,10.0,2.0,2024-03-27 02:26:18,3,66.9,Credit Card
2f503cc3-9f28-4a9f-bee1-ebc8044bbb14,8.0,12.0,2024-02-11 14:12:40,2,228.0,Credit Card
3416459b-9e0a-4e0f-8fc6-cbb6520ce30d,5.0,10.0,2024-08-23 01:31:46,6,654.0,PayPal
89b5b458-606c-4a24-95c0-86d7deb3e499,2.0,20.0,2024-11-14 07:09:56,3,38.97,Cash
96dbf2f2-2ff4-41eb-9c72-5cbefc67dec7,3.0,9.0,2024-09-02 20:19:18,8,512.0,PayPal
d889bf32-6249-476d-b9a6-77d4c3a8deaf,4.0,1.0,2024-07-03 21:18:18,3,329.85,PayPal
3c95e567-6ccd-452f-8d6b-c3c2769e9df0,3.0,5.0,2024-10-29 10:08:49,10,6950.0,Credit Card
245dbeec-fab0-4e86-ae7c-32bc9280dbf8,3.0,2.0,2024-02-16 04:11:42,3,66.9,PayPal
2dda398d-cab3-4f2f-9d0f-7ecdbaf34af1,6.0,2.0,2024-06-23 06:07:05,5,111.5,Cash
d774b264-c4ef-4d2a-af39-e68363f673aa,6.0,2.0,2024-05-01 09:15:55,3,66.9,PayPal
ae0f3f22-074a-430c-8f4b-6a66387eb01f,1.0,12.0,2024-10-31 08:33:36,3,342.0,Credit Card
14b3765d-c734-4b8b-8e94-b748f4c06c51,7.0,18.0,2024-03-23 00:07:20,10,98.5,Credit Card
96512f6a-7cd2-4941-9617-528b0a97f6e4,1.0,13.0,2024-01-28 06:03:16,3,1797.0,Credit Card
f2e57150-a967-43df-bd17-1b293e81ccaf,1.0,20.0,2024-06-24 01:25:34,3,38.97,Cash
518ee978-d033-46c9-a7ea-56b1f85774bc,1.0,19.0,2024-03-28 22:42:14,1,7.95,Credit Card
0ad6bb0c-48b7-4544-a328-049fb771440d,4.0,2.0,2024-06-15 09:23:01,6,133.8,Credit Card
a54050b6-9f13-407b-a1d8-9372f980c91a,10.0,20.0,2024-04-06 20:46:36,5,64.95,PayPal
2f079f43-a4f7-4791-8809-a83fd4852909,1.0,19.0,2024-09-29 22:42:41,8,63.6,PayPal
ea1859c9-47fb-4118-bc8e-9cedd99882d5,9.0,14.0,2024-07-22 15:33:05,2,1999.98,PayPal
14648812-965c-4fa7-9c0e-2ca17fd56698,3.0,5.0,2024-04-03 17:47:46,2,1390.0,Credit Card
57066b39-abac-4718-a1f5-365bb1c392ac,1.0,16.0,2024-04-15 13:16:31,9,269.55,Cash
fe4fc6b7-176b-4a46-b8dc-a261cd052a9d,7.0,9.0,2024-09-15 07:56:12,2,128.0,PayPal
ac39a4a8-dd35-4f8f-96b4-8c833866b5dd,4.0,2.0,2024-05-07 10:44:16,4,89.2,Credit Card
d4c072af-f530-42d3-9ebe-61af68e93d33,3.0,1.0,2024-07-25 00:41:43,3,329.85,Credit Card
d73734bc-e6f7-4951-90af-1ac460f3ac41,6.0,19.0,2024-01-14 18:35:47,9,71.55,Credit Card
0338d726-8ed9-4963-b86f-a1f3df00ec87,1.0,14.0,2024-07-16 13:29:10,10,9999.9,Credit Card
039fde0a-dc0e-409c-b097-e40ad2d36c14,9.0,11.0,2024-06-24 19:41:21,6,,Cash
3ec04be0-3503-4890-a3c8-5ce352e5baa8,1.0,17.0,2024-05-26 15:34:58,9,359.91,PayPal
613a85bf-3bc2-415f-91bd-c3bb0ae1592b,9.0,7.0,2024-11-24 06:19:41,6,59.94,PayPal
30b60ea8-41d5-4e46-9351-903b83bdf8b4,9.0,19.0,2024-05-30 05:36:53,9,71.55,Credit Card
8d574635-1dd7-4b1f-9271-da438201dfa4,1.0,3.0,2024-01-13 22:34:37,10,559.9,Cash
5e72b555-ca51-48f7-8f8f-42bb49d82864,3.0,7.0,2024-06-12 13:44:05,6,59.94,Cash
ca5476f5-c246-48d1-bc9f-98204302d5ca,10.0,3.0,2024-11-03 12:00:59,10,559.9,PayPal
798a29cb-9863-41e0-b6b8-c08efa48b454,3.0,18.0,2024-01-07 00:56:23,3,29.55,Cash
